dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 512, 5]",0.4033889615897315,1631.8663,0.3276370286941529,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 512, 10]",0.31819788570443736,2700.0072,0.46261870861053467,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 512, 50]",0.2711465451216513,10704.0435,0.8564658880233763,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 1024, 1]",0.8042537901681318,1141.4627,0.10447301864624021,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 1024, 5]",0.5225040234623092,1559.0713,0.2082008600234985,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 1024, 10]",0.3918301130395462,2070.595,0.32937777042388916,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 1024, 50]",0.2726483467635942,6007.1716,0.651173758506775,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 2048, 1]",0.9226326314790766,2113.6036,0.10218362808227541,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 2048, 5]",0.6177890814779552,2309.2748,0.15948536396026608,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 2048, 10]",0.5083734678769709,2555.1762,0.2230561017990112,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 2048, 50]",0.28095912704360965,4459.1903,0.5464727640151976,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 4096, 1]",1.0003839627930007,4135.7254,0.12097420692443846,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 4096, 5]",0.7497021755563714,4230.6269,0.14981157779693605,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 4096, 10]",0.6078960983033056,4348.2669,0.18928453922271732,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 10, 4096, 50]",0.3205110973474898,5282.9974,0.45587713718414313,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 32, 1]",0.41991459200955716,3305.991,0.5495882034301758,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 32, 5]",0.20334382915508745,15919.1463,1.1248161315917966,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 32, 10]",0.1996725439751393,30836.9155,1.76910400390625,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 32, 50]",0.1999325937494551,88052.2904,4.444940662384034,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 64, 1]",0.49468295960377784,1715.257,0.3868446588516236,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 64, 5]",0.23393263485623902,8169.0668,0.7666333436965941,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 64, 10]",0.20181400661422721,15943.647,1.041615605354309,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 64, 50]",0.1963110067935169,71951.194,3.3559875726699824,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 128, 1]",0.49694156426559066,1018.3665,0.2735134840011596,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 128, 5]",0.23354107812411193,4372.4188,0.592162299156189,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 128, 10]",0.2053906286410407,8341.0089,0.7795843362808229,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 128, 50]",0.1981828725069336,36957.6799,2.105976104736328,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 256, 1]",0.5708496356207408,727.9596,0.1808207511901855,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 256, 5]",0.26878361757696545,2500.431,0.4579203367233277,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 256, 10]",0.2186039967487798,4609.1506,0.5916646718978882,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 256, 50]",0.19852752398800627,20124.0214,1.2224386215209964,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 512, 1]",0.6045846409015727,757.1773,0.13121612071990965,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 512, 5]",0.3226499764654237,1641.9898,0.3285107135772706,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 512, 10]",0.23861827874754044,2710.1515,0.4574951648712159,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 512, 50]",0.19850404979920028,10714.1805,0.836054801940918,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 1024, 1]",0.6858883317649317,1151.4771,0.10540246963500977,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 1024, 5]",0.4091867567337369,1569.1435,0.2106657266616821,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 1024, 10]",0.29809315917522056,2080.711,0.3320314168930053,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 1024, 50]",0.20271560520467327,6017.3295,0.6551639080047609,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 2048, 1]",0.7587578851044181,2123.6114,0.10296397209167482,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 2048, 5]",0.48948087764494486,2319.3046,0.1591229677200317,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 2048, 10]",0.401705456536451,2565.2349,0.22278494834899906,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 2048, 50]",0.20763486632466097,4469.3376,0.5402631998062135,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 4096, 1]",0.8199286714102947,4145.7302,0.1217186212539673,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 4096, 5]",0.5871800132852321,4240.6447,0.15107824802398678,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 4096, 10]",0.5003598817868865,4358.2927,0.19026904106140133,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 20, 4096, 50]",0.2399565270913059,5293.131,0.4586464643478393,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 32, 1]",0.3204367125841378,3326.2751,0.5519947290420532,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 32, 5]",0.14895007953288264,15939.4399,1.1230476379394534,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 32, 10]",0.14017901383706163,30857.2084,1.7824394226074216,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 32, 50]",0.14102501288854807,88072.5771,4.281366419792176,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 64, 1]",0.3783082303106428,1735.532,0.39541931152343757,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 64, 5]",0.16027533292619728,8189.3706,0.7829339027404784,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 64, 10]",0.14206616801914662,15963.9366,1.0924042224884032,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 64, 50]",0.14119034147083775,71971.4843,3.6604839801788325,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 128, 1]",0.426737093107776,1038.5746,0.27741699218749993,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 128, 5]",0.17318610659081196,4392.7116,0.5939023971557618,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 128, 10]",0.15117886795882662,8361.2925,0.7835853338241578,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 128, 50]",0.14302049789006427,36977.9533,2.0236623287200928,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 256, 1]",0.4458599240797212,748.0498,0.18300826549530033,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 256, 5]",0.19704572905395432,2520.7252,0.4652126550674439,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 256, 10]",0.15693646487000734,4629.4542,0.5995106220245361,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 256, 50]",0.14132148870099306,20144.3105,1.2616612911224365,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 512, 1]",0.48204880022814195,777.2236,0.1318748474121094,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 512, 5]",0.24437601575768125,1662.219,0.3306785821914673,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 512, 10]",0.17784267756595923,2730.4356,0.4648119688034057,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 512, 50]",0.14203057196661636,10734.4832,0.8488845109939577,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 1024, 1]",0.5207416761241072,1171.4991,0.10726301670074465,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 1024, 5]",0.3166887663832557,1589.252,0.21280934810638424,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 1024, 10]",0.23130751862423285,2100.9346,0.3349265813827514,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 1024, 50]",0.14352345884844198,6037.619,0.6581949949264525,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 2048, 1]",0.6105819782159331,2143.6236,0.10503361225128176,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 2048, 5]",0.3838395277708307,2339.3601,0.16163589954376217,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 2048, 10]",0.29966751573949524,2585.3441,0.22599732875823975,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 2048, 50]",0.1512865554001632,4489.6386,0.5492975234985352,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 4096, 1]",0.646502996072789,4165.7355,0.12417275905609129,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 4096, 5]",0.4522469721384664,4260.6723,0.1532550573348999,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 4096, 10]",0.3721005317684511,4378.348,0.19270920753479004,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 40, 4096, 50]",0.17822007236918563,5313.3907,0.46294548511505135,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 32, 1]",0.27310634019467744,3366.8697,0.5556393146514892,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 32, 5]",0.10741044206353188,15980.0269,1.0819999456405642,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 32, 10]",0.10182335190491344,30897.8196,1.618613648414612,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 32, 50]",0.09909721604243257,88113.1798,3.6182678699493414,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 64, 1]",0.2806178930462707,1776.0891,0.4027469396591188,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 64, 5]",0.11697683508473121,8229.9587,0.7972735166549683,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 64, 10]",0.10178371766174958,16004.538,1.1134663820266724,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 64, 50]",0.0992851786540399,72012.0883,3.9066896677017207,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 128, 1]",0.309280044310181,1078.9602,0.28901140689849847,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 128, 5]",0.13390354561115445,4433.2954,0.5986700057983398,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 128, 10]",0.10952366073433088,8401.8845,0.7755073785781862,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 128, 50]",0.10009034699748164,37018.5472,2.0708084106445312,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 256, 1]",0.3233423489302198,788.2649,0.18565742969512936,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 256, 5]",0.14630940454535885,2561.305,0.46438560485839836,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 256, 10]",0.1130425085325088,4670.0542,0.5973604440689086,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 256, 50]",0.10077975291263447,20184.9021,1.227311873435974,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 512, 1]",0.3651139108508132,817.3297,0.13630337715148924,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 512, 5]",0.18897183035704576,1702.708,0.3364531517028809,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 512, 10]",0.13162277488143095,2771.0334,0.46728167533874504,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 512, 50]",0.10029526966679636,10775.0647,0.8553444147109985,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 1024, 1]",0.4059350519219673,1211.5456,0.11158130168914797,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 1024, 5]",0.24215153325202768,1629.4947,0.21617822647094723,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 1024, 10]",0.16790831750034696,2141.4068,0.3385865211486817,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 1024, 50]",0.10312270005806122,6078.2229,0.6591246128082275,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 2048, 1]",0.4431759099139976,2183.6437,0.10890355110168455,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 2048, 5]",0.2829395740578997,2379.4745,0.16579213142395016,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 2048, 10]",0.22025396011120765,2625.5762,0.23018333911895755,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 2048, 50]",0.10658197132068656,4530.2207,0.5540855646133424,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 4096, 1]",0.5224231314173933,4205.75,0.12733776569366453,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 4096, 5]",0.33220451979486326,4300.7281,0.1572730541229248,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 4096, 10]",0.27934031544576826,4418.4602,0.19709000587463382,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 80, 4096, 50]",0.13126006876131852,5353.9278,0.4648996591567993,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 32, 1]",0.20813414336009137,3448.0372,0.5586573600769044,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 32, 5]",0.07687486741386797,16061.2101,1.0849009275436399,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 32, 10]",0.07282218264707724,30978.9784,1.662292814254761,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 32, 50]",0.07058364009708287,88194.369,3.98932683467865,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 64, 1]",0.23935849155052819,1857.162,0.4069027900695801,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 64, 5]",0.08341365715768392,8311.1289,0.7866245269775389,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 64, 10]",0.07244726648087332,16085.6907,1.0812723636627197,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 64, 50]",0.0704124791562115,72093.2591,3.286951041221619,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 128, 1]",0.24841446110480525,1159.7347,0.37095725536346436,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 128, 5]",0.0995271346890901,4514.496,0.718883776664734,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 128, 10]",0.07769802855150573,8483.0386,0.9167471408843996,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 128, 50]",0.07082643497716375,37099.7616,2.2785019874572754,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 256, 1]",0.26756172803332806,868.6917,0.19448521137237545,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 256, 5]",0.10850103896707224,2642.4828,0.481579065322876,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 256, 10]",0.08404275909521843,4751.2197,0.6228238821029664,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 256, 50]",0.07078671987662073,20266.0827,1.3630503177642825,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 512, 1]",0.29086059740707,897.5372,0.1456373929977417,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 512, 5]",0.14174282373327907,1783.6373,0.34978199005126953,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 512, 10]",0.09497521566178797,2852.2175,0.4850632429122924,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 512, 50]",0.07201098077941637,10856.2564,0.876957869529724,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 1024, 1]",0.2975163737592111,1291.6486,0.1193936347961426,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 1024, 5]",0.1704010015422107,1709.9839,0.22454774379730225,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 1024, 10]",0.12259135845871917,2222.2999,0.34898602962493896,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 1024, 50]",0.07207915452632219,6159.3952,0.6694360971450806,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 2048, 1]",0.34682353076980904,2263.6991,0.11671822071075441,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 2048, 5]",0.20328152388677662,2459.7154,0.1741095781326294,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 2048, 10]",0.160496998287658,2706.0277,0.23803553581237796,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 2048, 50]",0.07637890265077708,4611.3816,0.563865089416504,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 4096, 1]",0.4159569737286508,4285.7791,0.13479681015014647,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 4096, 5]",0.24892447271811372,4380.8404,0.16491065025329593,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 4096, 10]",0.20038315160530706,4498.6803,0.20489528179168698,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 160, 4096, 50]",0.0955668297555659,5435.0049,0.4760870695114135,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 32, 1]",0.1777342204571134,3610.3828,0.5850563049316406,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 32, 5]",0.05665941993430449,16223.5743,1.1512612819671628,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 32, 10]",0.04971504150533261,31141.3543,1.8121202230453488,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 32, 50]",0.050669904653584306,88356.7263,4.483441781997682,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 64, 1]",0.19638263005781567,2019.3445,0.4214126586914063,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 64, 5]",0.06097636721040793,8473.4742,0.7943790435791017,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 64, 10]",0.05203584029743123,16248.0917,1.0810801982879639,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 64, 50]",0.05077554982993828,72255.5967,3.5761183500289917,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 128, 1]",0.19140520148883916,1321.2691,0.31275088787078864,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 128, 5]",0.07117333189415756,4676.8917,0.6418702125549316,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 128, 10]",0.05692324831446033,8645.3696,0.8107908964157104,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 128, 50]",0.05087431307386866,37262.104,2.0888520717620844,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 256, 1]",0.19369692336060168,1029.5002,0.20870032310485837,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 256, 5]",0.08025025748784591,2804.7767,0.49501073360443115,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 256, 10]",0.059503441938577956,4913.5588,0.6264457941055299,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 256, 50]",0.05019668653061509,20428.4525,1.27765634059906,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 512, 1]",0.21213333666343642,1057.9502,0.15767030715942382,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 512, 5]",0.0999112244754465,1945.5428,0.3615331172943116,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 512, 10]",0.0678817905753658,3014.5321,0.4961567163467408,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 512, 50]",0.05072912092863119,11018.5955,0.8785792350769042,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 1024, 1]",0.22410030787598795,1451.8357,0.13177008628845213,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 1024, 5]",0.12390875240463303,1870.9378,0.23929433822631832,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 1024, 10]",0.08874254371345378,2384.1856,0.36621491909027093,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 1024, 50]",0.05136973529965658,6321.7561,0.6850787639617921,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 2048, 1]",0.26819820213584455,2423.7957,0.1295070171356201,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 2048, 5]",0.14975769542239478,2620.1577,0.18841435909271237,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 2048, 10]",0.11591596662292063,2866.9417,0.2534331560134887,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 2048, 50]",0.05420313751409228,4773.7321,0.5830679178237916,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 4096, 1]",0.3356405276054638,4445.8318,0.14956533908843994,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 4096, 5]",0.1818526520636787,4541.0846,0.18046224117279053,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 4096, 10]",0.1445003140471433,4659.1286,0.22111425399780277,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 320, 4096, 50]",0.06656989618100932,5597.1189,0.4972042083740235,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 32, 1]",0.1318488381245191,3935.0905,0.6171258926391603,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 32, 5]",0.041290370613511984,16548.3078,1.1824254989624023,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 32, 10]",0.036159987953990516,31466.0608,1.8441690444946286,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 32, 50]",0.03563199792655837,88681.4316,4.547707295417786,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 64, 1]",0.14882706591926761,2343.69,0.4557105541229249,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 64, 5]",0.04457352288202977,8798.2585,0.8284323692321779,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 64, 10]",0.03653465523193696,16572.7432,1.118639349937439,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 64, 50]",0.03547918063769029,72580.3397,3.50924346446991,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 128, 1]",0.14405531540675806,1644.4065,0.3358856439590454,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 128, 5]",0.05157353874429848,5001.5734,0.6558693408966063,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 128, 10]",0.040643371003898976,8970.1579,0.8266835927963255,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 128, 50]",0.03534721866583476,37586.8157,2.0203451633453366,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 256, 1]",0.16253976834341788,1351.1486,0.23848197460174564,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 256, 5]",0.059535884733574906,3129.505,0.5322234153747559,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 256, 10]",0.043480418671451665,5238.312,0.6595007419586183,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 256, 50]",0.03555769351130791,20753.1541,1.3094783782958985,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 512, 1]",0.15769978183625075,1378.7891,0.18635737895965576,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 512, 5]",0.07362176670394802,2269.3056,0.3977888107299804,3.9332962036132812
